pool_row,asset,tf,tp_mode,search_score,search_pf,n_trades,split,is_pass_500,is_days_500,is_pass_750,is_days_750,is_pass_1000,is_days_1000,is_pass_1250,is_days_1250,is_pass_1500,is_days_1500,best_risk,is_pass,is_days_med,is_cohorts,oos_pass,oos_fail,oos_days_med,oos_days_p90,oos_cohorts,full_pass,full_days_med,target_raised%,capped%,avg_contracts
13517,FDXM,5min,opposite_level,59.7744,11.0,2953,2024-03-28,93.1,17,88.8,16,87.8,16,87.8,16,87.2,16,500,93.1,17,188,96.8,1.6,15,29,125,94.6,16,91.7,2.7,1.5
41789,FDXM,5min,reversal_to_open,53.0034,7.705,4212,2024-03-28,100.0,10,97.9,10,97.3,10,96.3,10,94.7,10,500,100.0,10,188,97.6,2.4,11,18,125,99.0,10,93.0,11.0,2.3
7913,FDXM,5min,opposite_level,52.7382,9.326,2445,2024-03-28,96.8,16,94.7,16,93.1,15,89.4,15,89.4,15,500,96.8,16,188,91.2,8.8,16,29,125,94.6,16,94.9,55.4,4.0
44237,FDXM,5min,reversal_to_open,49.0242,6.882,4470,2024-03-28,100.0,16,96.3,15,88.8,12,86.2,12,85.1,11,500,100.0,16,188,95.2,3.2,12,25,125,98.1,15,93.6,4.5,1.8
5889,FDXM,5min,opposite_level,48.8269,9.696,1950,2024-03-28,99.5,18,97.3,16,94.7,16,92.6,15,91.0,15,500,99.5,18,188,97.6,0.8,16,32,125,98.7,17,80.8,6.4,1.7
3525,FDXM,5min,reversal_to_open,47.8382,6.39,5900,2024-03-28,93.1,17,86.2,16,85.1,16,80.9,15,79.8,15,500,93.1,17,188,87.2,11.2,15,30,125,90.7,16,90.7,3.0,1.7
8793,FDXM,3min,reversal_to_open,47.4673,7.458,3671,2024-03-28,92.0,23,85.6,23,81.9,22,81.4,22,79.8,18,500,92.0,23,188,90.4,7.2,18,36,125,91.4,22,91.7,17.0,2.6
9569,FDXM,3min,opposite_level,46.5073,10.795,2312,2024-03-28,95.2,23,89.4,22,86.7,18,85.1,17,84.6,17,500,95.2,23,188,87.2,9.6,24,51,125,92.0,23,90.7,13.7,2.2
45121,FDXM,5min,opposite_level,45.8728,6.553,6020,2024-03-28,93.6,10,92.0,10,90.4,10,88.3,10,87.2,10,500,93.6,10,188,87.2,11.2,10,17,125,91.1,10,92.7,7.1,2.1
38913,FDXM,3min,opposite_level,45.765,7.52,3840,2024-03-28,88.8,17,87.2,16,84.0,16,82.4,15,81.9,12,500,88.8,17,188,88.8,9.6,16,36,125,88.8,17,87.9,13.6,2.2
41813,FDXM,3min,reversal_to_open,45.5011,6.115,4561,2024-03-28,94.7,10,93.6,10,89.4,9,87.8,9,87.8,9,500,94.7,10,188,89.6,9.6,10,18,125,92.7,10,91.4,27.1,3.0
43981,FDXM,5min,opposite_level,45.4613,7.726,3507,2024-03-28,94.1,15,91.5,12,86.7,12,85.6,12,85.6,12,500,94.1,15,188,94.4,4.8,12,23,125,94.2,12,93.9,55.5,4.0
4985,FDXM,3min,reversal_to_open,44.7672,6.714,3636,2024-03-28,97.3,11,96.3,11,93.6,11,93.1,10,92.6,10,500,97.3,11,188,92.8,5.6,11,29,125,95.5,11,93.9,36.3,3.3
31253,FDXM,5min,reversal_to_open,43.9452,6.414,5393,2024-03-28,86.7,15,81.4,12,77.7,11,76.6,11,75.0,11,500,86.7,15,188,85.6,13.6,11,29,125,86.3,12,86.9,16.7,2.7
6309,FDXM,3min,opposite_level,43.4403,6.555,3589,2024-03-28,96.8,15,92.0,12,87.8,11,85.6,11,85.6,11,500,96.8,15,188,92.0,6.4,12,30,125,94.9,12,93.0,8.7,1.9
41529,FDXM,3min,opposite_level,43.0715,7.3,3090,2024-03-28,93.6,16,86.2,16,80.9,16,77.1,15,76.6,15,500,93.6,16,188,92.8,5.6,15,29,125,93.3,16,90.4,5.6,2.0
25309,FDXM,3min,opposite_level,42.5762,5.95,3630,2024-03-28,92.6,12,91.5,11,89.4,11,88.8,11,88.8,11,500,92.6,12,188,85.6,13.6,11,22,125,89.8,12,92.7,26.6,3.1
45065,FDXM,5min,reversal_to_open,42.5697,5.929,5841,2024-03-28,94.7,11,86.2,9,83.5,9,81.9,9,81.9,9,500,94.7,11,188,89.6,9.6,9,25,125,92.7,11,93.0,31.8,3.3
8957,FDXM,5min,opposite_level,41.7341,7.358,3693,2024-03-28,91.0,16,83.0,16,81.4,15,80.3,15,78.7,15,500,91.0,16,188,92.0,7.2,15,36,125,91.4,16,90.4,7.0,2.0
4381,FDXM,3min,reversal_to_open,41.6827,6.649,2383,2024-03-28,97.3,17,97.3,16,95.7,16,95.2,16,95.2,16,750,97.3,16,187,88.8,10.4,16,26,125,93.9,16,90.1,56.0,4.0
7741,FDXM,5min,reversal_to_open,41.194,6.207,3094,2024-03-28,91.5,16,88.8,16,87.8,16,88.3,15,87.8,15,500,91.5,16,188,92.0,3.2,16,37,125,91.7,16,90.7,26.5,3.1
29929,FDXM,5min,reversal_to_open,40.4947,6.32,4261,2024-03-28,87.2,12,84.6,12,80.9,12,80.9,12,80.9,12,500,87.2,12,188,91.2,7.2,15,29,125,88.8,15,89.1,46.4,3.8
41741,FDXM,5min,opposite_level,40.2868,7.571,2418,2024-03-28,94.7,16,94.7,16,93.6,16,93.6,16,93.6,16,500,94.7,16,188,89.6,8.0,17,26,125,92.7,16,93.9,50.3,3.9
26705,6E,5min,reversal_to_open,39.2497,5.422,6531,2024-04-29,90.4,10,85.0,10,84.5,10,83.4,9,83.4,9,500,90.4,10,187,88.1,10.3,10,17,126,89.5,10,86.9,51.0,41.3
2033,MNQ,5min,reversal_to_open,39.1781,6.225,3702,2024-04-22,80.7,18,78.1,18,73.8,18,72.7,17,73.3,17,500,80.7,18,187,74.6,22.2,18,33,126,78.3,18,82.7,24.2,27.5
30861,6E,5min,reversal_to_open,38.9287,6.447,2493,2024-04-29,99.5,15,98.4,11,97.9,11,96.8,11,96.8,11,500,99.5,15,187,96.8,0.8,15,26,126,98.4,15,78.0,27.5,34.4
11277,FDXM,3min,reversal_to_open,38.8108,5.68,6011,2024-03-28,94.1,10,92.6,10,91.5,10,90.4,10,89.9,10,500,94.1,10,188,88.0,10.4,10,18,125,91.7,10,92.7,43.9,3.6
34909,MNQ,5min,reversal_to_open,38.7331,5.859,5922,2024-04-22,91.4,17,86.6,16,81.8,16,75.9,16,73.8,15,500,91.4,17,187,88.1,7.9,16,30,126,90.1,16,89.5,0.0,6.6
33065,MNQ,5min,opposite_level,38.6305,5.089,6294,2024-04-22,75.4,15,71.1,12,65.2,11,62.0,11,62.6,11,500,75.4,15,187,72.2,26.2,16,29,126,74.1,15,80.5,18.2,24.4
29573,FDXM,5min,reversal_to_open,38.6222,5.521,5944,2024-03-28,86.2,12,79.8,12,77.7,11,76.6,11,76.6,11,500,86.2,12,188,85.6,12.8,11,22,125,85.9,11,88.2,20.2,2.9
22961,MNQ,3min,opposite_level,38.4847,5.961,3666,2024-04-22,76.5,24,71.7,19,66.8,19,63.6,18,63.6,18,500,76.5,24,187,56.3,40.5,25,50,126,68.4,24,76.4,24.7,28.2
6017,FDXM,5min,reversal_to_open,38.3048,6.413,5244,2024-03-28,85.6,11,83.0,11,80.3,11,79.3,11,78.2,11,500,85.6,11,188,85.6,14.4,15,25,125,85.6,15,87.2,41.1,3.6
20141,FDXM,5min,reversal_to_open,38.0949,5.322,5252,2024-03-28,91.0,12,91.5,12,90.4,11,89.9,11,89.4,11,750,91.5,12,188,85.6,12.8,9,19,125,89.1,11,91.7,44.0,3.8
30869,FDXM,3min,reversal_to_open,38.0427,7.146,2126,2024-03-28,93.6,25,88.2,23,85.0,23,85.0,22,87.2,23,500,93.6,25,187,86.4,7.2,26,58,125,90.7,25,85.6,7.1,2.2
31077,FDXM,5min,reversal_to_open,37.9133,5.942,5214,2024-03-28,94.7,17,91.0,17,86.2,16,80.9,16,79.3,16,500,94.7,17,188,91.2,8.8,16,30,125,93.3,17,90.4,8.0,1.9
28997,MNQ,3min,reversal_to_open,37.9036,6.901,2342,2024-04-22,88.8,30,85.0,31,78.6,29,77.0,26,77.0,26,500,88.8,30,187,85.7,7.9,26,61,126,87.5,30,87.2,0.1,8.8
22673,FDXM,3min,opposite_level,37.8524,5.019,7403,2024-03-28,97.3,9,93.6,9,92.0,8,91.0,8,91.0,8,500,97.3,9,188,86.4,12.8,9,16,125,93.0,9,94.2,42.0,3.5
35733,FDXM,5min,opposite_level,37.8422,5.716,2975,2024-03-28,91.5,16,86.7,15,86.2,16,86.2,15,85.6,15,500,91.5,16,188,92.0,6.4,15,36,125,91.7,16,90.1,20.1,2.9
40513,FDXM,3min,reversal_to_open,37.4781,7.115,2413,2024-03-28,94.1,17,94.1,17,93.1,16,93.1,16,92.0,16,500,94.1,17,188,90.4,9.6,16,29,125,92.7,17,92.7,53.1,4.0
31293,FDXM,5min,opposite_level,37.4026,8.249,2367,2024-03-28,99.5,17,96.8,16,95.2,12,94.7,12,92.0,11,500,99.5,17,188,97.6,0.8,17,33,125,98.7,17,87.2,17.1,2.2
