pool_row,asset,tf,tp_mode,search_score,search_pf,n_trades,split,is_pass_500,is_days_500,is_pass_750,is_days_750,is_pass_1000,is_days_1000,is_pass_1250,is_days_1250,is_pass_1500,is_days_1500,best_risk,is_pass,is_days_med,is_cohorts,oos_pass,oos_fail,oos_days_med,oos_days_p90,oos_cohorts,full_pass,full_days_med,target_raised%,capped%,avg_contracts
16824,MGC,5min,reversal_to_open,36.3625,5.683,3686,2024-04-30,92.0,16,86.2,12,80.3,11,78.2,11,77.7,11,500,92.0,16,188,97.6,0.0,16,30,125,94.2,16,88.8,0.4,11.7
4336,MGC,5min,opposite_level,35.6337,4.71,6036,2024-04-30,69.1,12,64.9,12,65.4,12,63.8,12,64.9,12,500,69.1,12,188,76.8,20.8,15,26,125,72.2,15,79.2,17.5,25.2
4104,MGC,5min,reversal_to_open,34.8171,5.941,2326,2024-04-30,95.7,17,88.8,16,87.8,16,78.2,15,78.2,15,500,95.7,17,188,99.2,0.0,17,37,125,97.1,17,90.1,0.5,14.4
2530,MGC,5min,reversal_to_open,34.4176,4.84,5311,2024-04-30,68.1,16,63.8,16,63.3,15,62.8,16,63.3,15,500,68.1,16,188,82.4,15.2,16,32,125,73.8,16,79.9,30.9,30.9
16626,MGC,5min,opposite_level,34.3833,4.566,7661,2024-04-30,72.3,11,67.6,10,66.0,10,64.9,10,64.4,10,500,72.3,11,188,75.2,23.2,11,26,125,73.5,11,78.6,21.8,27.1
21732,MGC,5min,reversal_to_open,33.5683,4.899,4695,2024-04-30,75.0,19,68.6,16,65.4,16,63.3,16,64.9,16,500,75.0,19,188,87.2,10.4,15,30,125,79.9,16,83.7,17.2,25.3
5338,MGC,5min,reversal_to_open,33.1038,4.697,7704,2024-04-30,67.6,11,62.2,11,60.6,11,60.6,11,59.6,11,500,67.6,11,188,84.0,14.4,10,22,125,74.1,10,79.9,9.3,21.8
1796,MGC,5min,opposite_level,32.4373,4.283,5576,2024-04-30,67.6,17,61.7,16,62.2,12,58.5,16,58.0,12,500,67.6,17,188,79.2,18.4,17,46,125,72.2,17,80.5,15.8,24.9
21994,MGC,5min,reversal_to_open,32.2734,5.548,3238,2024-04-30,85.1,32,73.4,30,70.7,30,65.4,29,63.3,29,500,85.1,32,188,94.4,3.2,25,50,125,88.8,30,89.8,0.8,11.0
16664,MGC,5min,reversal_to_open,32.2299,4.8,6159,2024-04-30,76.1,11,68.1,11,64.9,11,64.9,11,64.4,11,500,76.1,11,188,88.0,10.4,10,23,125,80.8,11,84.0,1.0,14.7
5176,MGC,5min,reversal_to_open,31.842,4.83,2856,2024-04-30,88.8,25,79.8,23,71.8,22,69.1,19,68.6,19,500,88.8,25,188,96.8,1.6,25,51,125,92.0,25,89.5,0.0,7.9
5600,MGC,5min,opposite_level,31.7842,4.98,3501,2024-04-30,79.3,18,71.3,17,68.1,12,66.5,15,66.5,12,500,79.3,18,188,81.6,15.2,15,33,125,80.2,17,85.6,18.3,26.1
22382,MGC,5min,reversal_to_open,31.7832,4.513,4609,2024-04-30,75.5,16,68.6,16,69.7,16,65.4,16,65.4,16,500,75.5,16,188,88.0,9.6,11,32,125,80.5,16,85.3,21.0,26.8
9884,MGC,5min,reversal_to_open,31.7555,4.874,2438,2024-04-30,78.7,25,76.6,23,73.9,23,72.9,23,72.9,23,500,78.7,25,188,76.8,20.0,19,44,125,78.0,24,84.7,35.1,33.0
19670,MGC,5min,reversal_to_open,31.4767,5.236,2457,2024-04-30,88.3,23,83.5,22,80.9,22,79.8,18,79.8,18,500,88.3,23,188,88.8,7.2,16,37,125,88.5,18,92.3,25.7,28.8
1656,MGC,5min,reversal_to_open,31.4534,5.004,4269,2024-04-30,88.8,12,79.8,12,76.1,12,76.6,12,77.1,12,500,88.8,12,188,88.0,11.2,12,26,125,88.5,12,90.7,1.0,15.5
12512,MGC,5min,opposite_level,31.3603,4.638,4993,2024-04-30,76.1,17,67.6,15,65.4,12,62.8,12,63.3,11,500,76.1,17,188,85.6,12.8,12,29,125,79.9,15,84.0,6.9,20.2
18116,MGC,5min,reversal_to_open,31.0551,4.791,5078,2024-04-30,73.9,18,66.0,17,65.4,15,62.8,15,62.2,15,500,73.9,18,188,88.8,9.6,15,31,125,79.9,17,84.3,0.8,15.2
